destination,region,date,platform,sentiment,score,aspect,language,reviewer_type
Teruel,Aragón,2025-08-21,Google Reviews,Neutro,2.7,Masificación,en,Pareja
San Sebastián,País Vasco,2025-08-22,Google Reviews,Negativo,1.4,Alojamiento,de,Amigos
Extremadura,Extremadura,2025-08-22,Airbnb,Positivo,4.1,Transporte,es,Pareja
Sevilla,Andalucía,2025-08-22,Airbnb,Negativo,1.2,Alojamiento,it,Pareja
Madrid,Madrid,2025-08-22,Google Reviews,Neutro,2.8,Precio,en,Amigos
Granada,Andalucía,2025-08-22,Booking.com,Positivo,4.1,Transporte,es,Solo
Costa del Sol,Andalucía,2025-08-22,Google Reviews,Negativo,1.6,Gastronomía,de,Familia
Madrid,Madrid,2025-08-23,Booking.com,Negativo,2.1,Limpieza,es,Pareja
San Sebastián,País Vasco,2025-08-23,Google Reviews,Negativo,1.1,Limpieza,fr,Familia
Madrid,Madrid,2025-08-23,Google Reviews,Positivo,3.7,Gastronomía,es,Amigos
Tenerife,Islas Canarias,2025-08-23,Airbnb,Positivo,4.3,Masificación,en,Pareja
Costa del Sol,Andalucía,2025-08-23,Airbnb,Negativo,2.2,Alojamiento,de,Amigos
Barcelona,Cataluña,2025-08-24,Booking.com,Negativo,2.1,Gastronomía,de,Amigos
Ronda,Andalucía,2025-08-24,Airbnb,Negativo,1.6,Masificación,it,Solo
Barcelona,Cataluña,2025-08-24,Booking.com,Positivo,3.7,Limpieza,it,Pareja
Teruel,Aragón,2025-08-24,TripAdvisor,Neutro,2.9,Alojamiento,en,Solo
Picos de Europa,Asturias/Cantabria,2025-08-25,Booking.com,Positivo,4.7,Atractivos,en,Pareja
Granada,Andalucía,2025-08-25,Google Reviews,Positivo,3.7,Alojamiento,it,Pareja
Picos de Europa,Asturias/Cantabria,2025-08-25,Airbnb,Negativo,2.2,Alojamiento,en,Amigos
Mallorca,Islas Baleares,2025-08-26,Google Reviews,Neutro,3.0,Gastronomía,en,Pareja
Sevilla,Andalucía,2025-08-26,Google Reviews,Negativo,1.8,Atractivos,es,Familia
Picos de Europa,Asturias/Cantabria,2025-08-26,Google Reviews,Positivo,4.5,Precio,it,Familia
Granada,Andalucía,2025-08-27,TripAdvisor,Positivo,3.8,Atractivos,fr,Familia
Mallorca,Islas Baleares,2025-08-28,Google Reviews,Negativo,2.1,Transporte,es,Pareja
San Sebastián,País Vasco,2025-08-28,Google Reviews,Negativo,2.1,Alojamiento,fr,Pareja
Mallorca,Islas Baleares,2025-08-29,Google Reviews,Negativo,2.3,Limpieza,fr,Amigos
Sevilla,Andalucía,2025-08-29,Booking.com,Positivo,4.4,Gastronomía,en,Solo
Granada,Andalucía,2025-08-30,TripAdvisor,Positivo,4.0,Gastronomía,en,Amigos
Barcelona,Cataluña,2025-08-30,Google Reviews,Negativo,1.8,Transporte,es,Familia
Mallorca,Islas Baleares,2025-08-31,Google Reviews,Negativo,2.1,Atractivos,en,Pareja
Tenerife,Islas Canarias,2025-08-31,TripAdvisor,Positivo,3.7,Alojamiento,de,Familia
Sevilla,Andalucía,2025-09-01,TripAdvisor,Positivo,3.7,Transporte,es,Pareja
Extremadura,Extremadura,2025-09-01,Booking.com,Positivo,4.8,Atractivos,de,Familia
Teruel,Aragón,2025-09-01,Google Reviews,Positivo,3.8,Atractivos,en,Pareja
Barcelona,Cataluña,2025-09-02,TripAdvisor,Negativo,2.4,Alojamiento,de,Pareja
Tenerife,Islas Canarias,2025-09-02,TripAdvisor,Negativo,1.5,Masificación,de,Pareja
San Sebastián,País Vasco,2025-09-02,Booking.com,Negativo,2.0,Transporte,es,Pareja
Mallorca,Islas Baleares,2025-09-02,Airbnb,Neutro,3.1,Atractivos,it,Familia
Granada,Andalucía,2025-09-03,Google Reviews,Neutro,3.4,Transporte,fr,Amigos
Extremadura,Extremadura,2025-09-03,TripAdvisor,Positivo,4.3,Alojamiento,en,Pareja
Sevilla,Andalucía,2025-09-04,TripAdvisor,Negativo,1.4,Alojamiento,en,Pareja
Barcelona,Cataluña,2025-09-05,TripAdvisor,Negativo,1.8,Precio,es,Pareja
Granada,Andalucía,2025-09-05,TripAdvisor,Negativo,1.1,Masificación,fr,Pareja
Valencia,Comunidad Valenciana,2025-09-05,TripAdvisor,Positivo,3.9,Limpieza,en,Amigos
Costa Brava,Cataluña,2025-09-05,Booking.com,Positivo,3.7,Atractivos,it,Amigos
Costa del Sol,Andalucía,2025-09-06,Airbnb,Negativo,1.2,Masificación,de,Pareja
Costa Brava,Cataluña,2025-09-07,Airbnb,Negativo,1.9,Gastronomía,en,Amigos
Costa del Sol,Andalucía,2025-09-07,TripAdvisor,Neutro,3.4,Transporte,es,Familia
Granada,Andalucía,2025-09-08,TripAdvisor,Positivo,4.5,Transporte,es,Familia
Madrid,Madrid,2025-09-09,TripAdvisor,Neutro,2.8,Limpieza,en,Familia
Madrid,Madrid,2025-09-09,Google Reviews,Negativo,1.8,Masificación,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-09-10,TripAdvisor,Positivo,4.0,Limpieza,de,Familia
Sevilla,Andalucía,2025-09-10,TripAdvisor,Negativo,1.2,Atractivos,en,Familia
San Sebastián,País Vasco,2025-09-10,Airbnb,Negativo,1.6,Masificación,es,Pareja
Mallorca,Islas Baleares,2025-09-10,Google Reviews,Negativo,2.4,Masificación,es,Pareja
Valencia,Comunidad Valenciana,2025-09-10,TripAdvisor,Negativo,2.4,Transporte,es,Amigos
Ronda,Andalucía,2025-09-10,Airbnb,Negativo,2.3,Gastronomía,es,Familia
Mallorca,Islas Baleares,2025-09-11,Booking.com,Negativo,1.4,Limpieza,it,Pareja
Mallorca,Islas Baleares,2025-09-11,Google Reviews,Positivo,3.9,Masificación,fr,Pareja
Extremadura,Extremadura,2025-09-12,Google Reviews,Positivo,5.0,Limpieza,de,Familia
Mallorca,Islas Baleares,2025-09-12,Airbnb,Negativo,2.3,Alojamiento,en,Amigos
Costa del Sol,Andalucía,2025-09-12,Airbnb,Negativo,1.8,Alojamiento,de,Amigos
Sevilla,Andalucía,2025-09-13,TripAdvisor,Neutro,2.9,Transporte,en,Amigos
Sevilla,Andalucía,2025-09-13,Google Reviews,Positivo,3.7,Precio,fr,Pareja
Granada,Andalucía,2025-09-13,Airbnb,Positivo,4.4,Limpieza,fr,Solo
Granada,Andalucía,2025-09-13,TripAdvisor,Negativo,2.4,Precio,es,Solo
Mallorca,Islas Baleares,2025-09-14,Airbnb,Neutro,2.7,Precio,es,Pareja
Teruel,Aragón,2025-09-15,TripAdvisor,Positivo,4.4,Alojamiento,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-09-15,Google Reviews,Positivo,4.3,Transporte,en,Familia
Madrid,Madrid,2025-09-16,Booking.com,Positivo,4.4,Precio,fr,Pareja
Teruel,Aragón,2025-09-16,Google Reviews,Positivo,3.5,Precio,en,Amigos
Ronda,Andalucía,2025-09-16,TripAdvisor,Negativo,2.0,Transporte,fr,Negocios
Picos de Europa,Asturias/Cantabria,2025-09-16,TripAdvisor,Neutro,3.2,Gastronomía,en,Amigos
Sevilla,Andalucía,2025-09-17,Google Reviews,Positivo,4.0,Atractivos,en,Pareja
San Sebastián,País Vasco,2025-09-17,Google Reviews,Positivo,4.6,Limpieza,es,Negocios
San Sebastián,País Vasco,2025-09-17,Booking.com,Positivo,4.6,Atractivos,es,Pareja
Barcelona,Cataluña,2025-09-17,Airbnb,Neutro,3.4,Gastronomía,en,Pareja
Extremadura,Extremadura,2025-09-18,Booking.com,Positivo,3.7,Precio,es,Familia
Ronda,Andalucía,2025-09-18,TripAdvisor,Positivo,4.8,Masificación,en,Pareja
Granada,Andalucía,2025-09-19,Google Reviews,Positivo,4.8,Transporte,es,Pareja
Valencia,Comunidad Valenciana,2025-09-19,Booking.com,Positivo,4.1,Gastronomía,es,Familia
Mallorca,Islas Baleares,2025-09-19,Airbnb,Negativo,1.5,Limpieza,en,Pareja
Granada,Andalucía,2025-09-19,TripAdvisor,Negativo,2.2,Masificación,de,Amigos
Ronda,Andalucía,2025-09-20,Booking.com,Positivo,3.9,Atractivos,de,Familia
Extremadura,Extremadura,2025-09-20,TripAdvisor,Positivo,4.9,Precio,en,Familia
Extremadura,Extremadura,2025-09-20,Booking.com,Positivo,4.7,Atractivos,es,Pareja
Costa del Sol,Andalucía,2025-09-20,Google Reviews,Negativo,2.5,Gastronomía,de,Amigos
Costa del Sol,Andalucía,2025-09-20,Booking.com,Negativo,1.2,Alojamiento,es,Familia
Granada,Andalucía,2025-09-21,Booking.com,Positivo,4.5,Atractivos,de,Amigos
Sevilla,Andalucía,2025-09-21,Google Reviews,Negativo,1.7,Masificación,it,Pareja
Granada,Andalucía,2025-09-21,TripAdvisor,Negativo,2.0,Limpieza,es,Familia
San Sebastián,País Vasco,2025-09-22,Google Reviews,Positivo,3.6,Limpieza,de,Amigos
Extremadura,Extremadura,2025-09-22,Google Reviews,Positivo,4.7,Alojamiento,it,Familia
Costa del Sol,Andalucía,2025-09-23,Booking.com,Positivo,4.2,Alojamiento,de,Familia
Teruel,Aragón,2025-09-24,TripAdvisor,Negativo,1.1,Limpieza,it,Amigos
Teruel,Aragón,2025-09-24,Google Reviews,Positivo,4.1,Gastronomía,es,Solo
Costa Brava,Cataluña,2025-09-24,Booking.com,Negativo,1.5,Transporte,de,Amigos
Tenerife,Islas Canarias,2025-09-25,Google Reviews,Neutro,2.5,Atractivos,de,Familia
Barcelona,Cataluña,2025-09-25,Google Reviews,Positivo,4.3,Atractivos,de,Amigos
Sevilla,Andalucía,2025-09-25,Airbnb,Negativo,2.4,Masificación,de,Solo
Ronda,Andalucía,2025-09-25,Airbnb,Positivo,3.9,Limpieza,fr,Solo
Ronda,Andalucía,2025-09-25,Google Reviews,Positivo,4.3,Masificación,en,Pareja
Ronda,Andalucía,2025-09-26,Booking.com,Neutro,2.5,Transporte,en,Pareja
San Sebastián,País Vasco,2025-09-26,TripAdvisor,Neutro,3.0,Precio,es,Pareja
Tenerife,Islas Canarias,2025-09-26,TripAdvisor,Positivo,4.5,Gastronomía,en,Pareja
Extremadura,Extremadura,2025-09-26,Airbnb,Neutro,3.2,Transporte,fr,Familia
Valencia,Comunidad Valenciana,2025-09-26,Airbnb,Positivo,4.3,Limpieza,es,Pareja
Extremadura,Extremadura,2025-09-26,Booking.com,Negativo,2.2,Limpieza,en,Pareja
Barcelona,Cataluña,2025-09-27,Google Reviews,Positivo,3.8,Transporte,en,Pareja
Teruel,Aragón,2025-09-28,Airbnb,Positivo,3.6,Precio,de,Familia
Extremadura,Extremadura,2025-09-28,TripAdvisor,Negativo,1.8,Transporte,it,Pareja
Picos de Europa,Asturias/Cantabria,2025-09-29,Airbnb,Positivo,4.4,Transporte,de,Familia
Costa del Sol,Andalucía,2025-09-30,Booking.com,Positivo,3.9,Atractivos,fr,Familia
Barcelona,Cataluña,2025-10-01,Google Reviews,Negativo,2.0,Atractivos,fr,Amigos
Sevilla,Andalucía,2025-10-01,Airbnb,Neutro,2.8,Alojamiento,en,Amigos
Barcelona,Cataluña,2025-10-01,Google Reviews,Negativo,1.3,Alojamiento,it,Pareja
Costa del Sol,Andalucía,2025-10-02,Airbnb,Positivo,3.8,Gastronomía,de,Negocios
San Sebastián,País Vasco,2025-10-03,Booking.com,Negativo,1.3,Alojamiento,en,Amigos
Valencia,Comunidad Valenciana,2025-10-03,Airbnb,Neutro,2.6,Alojamiento,it,Solo
Barcelona,Cataluña,2025-10-03,Airbnb,Neutro,2.7,Gastronomía,en,Familia
Mallorca,Islas Baleares,2025-10-04,TripAdvisor,Positivo,3.8,Precio,en,Pareja
Madrid,Madrid,2025-10-04,Booking.com,Positivo,4.2,Alojamiento,es,Negocios
Tenerife,Islas Canarias,2025-10-04,TripAdvisor,Positivo,4.3,Masificación,es,Solo
Costa Brava,Cataluña,2025-10-04,Airbnb,Negativo,1.1,Gastronomía,it,Familia
Valencia,Comunidad Valenciana,2025-10-04,Airbnb,Positivo,4.5,Transporte,es,Amigos
Barcelona,Cataluña,2025-10-05,Google Reviews,Negativo,2.2,Limpieza,es,Amigos
Extremadura,Extremadura,2025-10-05,Booking.com,Positivo,4.2,Alojamiento,en,Pareja
Mallorca,Islas Baleares,2025-10-06,TripAdvisor,Negativo,2.2,Transporte,en,Pareja
Mallorca,Islas Baleares,2025-10-06,Booking.com,Positivo,4.3,Gastronomía,en,Familia
Extremadura,Extremadura,2025-10-06,Airbnb,Positivo,4.9,Masificación,en,Amigos
Costa Brava,Cataluña,2025-10-06,Booking.com,Positivo,3.7,Limpieza,fr,Familia
Barcelona,Cataluña,2025-10-06,TripAdvisor,Neutro,2.5,Masificación,es,Familia
Valencia,Comunidad Valenciana,2025-10-07,Booking.com,Negativo,1.5,Transporte,en,Familia
San Sebastián,País Vasco,2025-10-07,Airbnb,Neutro,3.4,Masificación,es,Amigos
Sevilla,Andalucía,2025-10-08,TripAdvisor,Positivo,3.9,Gastronomía,de,Pareja
Costa del Sol,Andalucía,2025-10-08,Google Reviews,Neutro,3.1,Atractivos,es,Familia
Valencia,Comunidad Valenciana,2025-10-10,Google Reviews,Negativo,2.1,Transporte,fr,Pareja
Costa Brava,Cataluña,2025-10-11,Airbnb,Negativo,2.3,Atractivos,en,Pareja
San Sebastián,País Vasco,2025-10-11,TripAdvisor,Negativo,1.7,Limpieza,es,Pareja
Tenerife,Islas Canarias,2025-10-11,Airbnb,Negativo,1.6,Masificación,de,Amigos
Valencia,Comunidad Valenciana,2025-10-12,Google Reviews,Neutro,3.3,Alojamiento,es,Pareja
Barcelona,Cataluña,2025-10-13,Airbnb,Positivo,3.7,Alojamiento,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-10-13,Booking.com,Positivo,4.5,Limpieza,fr,Familia
Granada,Andalucía,2025-10-13,Booking.com,Positivo,4.7,Masificación,de,Amigos
Costa del Sol,Andalucía,2025-10-14,Airbnb,Negativo,2.0,Masificación,es,Solo
Teruel,Aragón,2025-10-14,Booking.com,Positivo,4.5,Masificación,de,Familia
Sevilla,Andalucía,2025-10-14,Airbnb,Negativo,1.1,Atractivos,en,Pareja
Granada,Andalucía,2025-10-15,Airbnb,Neutro,3.0,Atractivos,en,Pareja
Valencia,Comunidad Valenciana,2025-10-15,Booking.com,Negativo,1.9,Transporte,es,Amigos
Costa del Sol,Andalucía,2025-10-15,TripAdvisor,Positivo,3.9,Atractivos,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-10-15,Google Reviews,Neutro,3.0,Precio,fr,Amigos
Ronda,Andalucía,2025-10-15,TripAdvisor,Positivo,4.0,Gastronomía,fr,Amigos
Teruel,Aragón,2025-10-16,Airbnb,Positivo,4.9,Alojamiento,es,Pareja
Costa del Sol,Andalucía,2025-10-16,TripAdvisor,Negativo,1.2,Masificación,es,Pareja
San Sebastián,País Vasco,2025-10-17,TripAdvisor,Negativo,1.8,Masificación,en,Pareja
Valencia,Comunidad Valenciana,2025-10-17,Airbnb,Positivo,3.9,Precio,es,Pareja
Valencia,Comunidad Valenciana,2025-10-17,TripAdvisor,Negativo,2.1,Atractivos,es,Familia
Picos de Europa,Asturias/Cantabria,2025-10-18,Booking.com,Positivo,4.9,Masificación,es,Familia
Tenerife,Islas Canarias,2025-10-18,Booking.com,Negativo,1.4,Masificación,en,Pareja
Costa del Sol,Andalucía,2025-10-18,Google Reviews,Negativo,2.3,Atractivos,en,Amigos
Valencia,Comunidad Valenciana,2025-10-18,Airbnb,Neutro,2.9,Transporte,fr,Familia
San Sebastián,País Vasco,2025-10-19,Airbnb,Negativo,2.3,Transporte,de,Pareja
Costa Brava,Cataluña,2025-10-19,TripAdvisor,Positivo,4.3,Masificación,en,Amigos
Tenerife,Islas Canarias,2025-10-20,Booking.com,Negativo,2.4,Limpieza,en,Pareja
Barcelona,Cataluña,2025-10-20,Google Reviews,Neutro,3.1,Precio,de,Amigos
Mallorca,Islas Baleares,2025-10-20,Booking.com,Negativo,1.2,Masificación,es,Pareja
San Sebastián,País Vasco,2025-10-20,Google Reviews,Positivo,3.5,Gastronomía,fr,Pareja
Barcelona,Cataluña,2025-10-21,Airbnb,Negativo,2.2,Limpieza,en,Familia
Valencia,Comunidad Valenciana,2025-10-21,TripAdvisor,Positivo,4.0,Alojamiento,de,Familia
Barcelona,Cataluña,2025-10-22,TripAdvisor,Negativo,1.9,Precio,es,Pareja
Madrid,Madrid,2025-10-22,TripAdvisor,Negativo,1.4,Limpieza,de,Negocios
Barcelona,Cataluña,2025-10-23,Google Reviews,Neutro,2.9,Precio,en,Pareja
Tenerife,Islas Canarias,2025-10-23,Booking.com,Negativo,1.5,Limpieza,fr,Amigos
Picos de Europa,Asturias/Cantabria,2025-10-24,TripAdvisor,Positivo,4.5,Precio,it,Pareja
Valencia,Comunidad Valenciana,2025-10-24,Airbnb,Negativo,1.9,Limpieza,es,Pareja
Sevilla,Andalucía,2025-10-25,Google Reviews,Positivo,4.3,Precio,de,Pareja
San Sebastián,País Vasco,2025-10-25,Google Reviews,Neutro,3.5,Transporte,en,Amigos
Extremadura,Extremadura,2025-10-25,TripAdvisor,Positivo,4.5,Transporte,es,Pareja
Mallorca,Islas Baleares,2025-10-26,TripAdvisor,Neutro,2.7,Alojamiento,es,Solo
Picos de Europa,Asturias/Cantabria,2025-10-26,Airbnb,Negativo,2.0,Limpieza,de,Pareja
Granada,Andalucía,2025-10-26,Google Reviews,Negativo,1.3,Transporte,en,Pareja
Teruel,Aragón,2025-10-26,Booking.com,Negativo,1.8,Transporte,fr,Pareja
Extremadura,Extremadura,2025-10-26,Google Reviews,Positivo,3.8,Transporte,it,Familia
Sevilla,Andalucía,2025-10-27,Booking.com,Negativo,2.3,Limpieza,en,Pareja
Teruel,Aragón,2025-10-27,Airbnb,Positivo,3.9,Alojamiento,es,Pareja
Madrid,Madrid,2025-10-28,Google Reviews,Positivo,4.3,Atractivos,de,Pareja
San Sebastián,País Vasco,2025-10-28,Booking.com,Neutro,3.2,Gastronomía,it,Amigos
Sevilla,Andalucía,2025-10-28,Airbnb,Positivo,4.1,Masificación,en,Familia
Mallorca,Islas Baleares,2025-10-28,Booking.com,Positivo,4.3,Precio,fr,Familia
Sevilla,Andalucía,2025-10-29,Google Reviews,Positivo,4.0,Precio,fr,Familia
Tenerife,Islas Canarias,2025-10-29,Google Reviews,Positivo,5.0,Alojamiento,es,Amigos
Extremadura,Extremadura,2025-10-29,Booking.com,Positivo,4.4,Limpieza,fr,Amigos
Costa del Sol,Andalucía,2025-10-29,Google Reviews,Negativo,1.6,Transporte,es,Familia
Picos de Europa,Asturias/Cantabria,2025-10-30,Booking.com,Positivo,4.7,Masificación,de,Amigos
Madrid,Madrid,2025-10-30,TripAdvisor,Negativo,1.2,Alojamiento,en,Pareja
Costa Brava,Cataluña,2025-10-31,TripAdvisor,Positivo,3.5,Precio,fr,Familia
Teruel,Aragón,2025-10-31,TripAdvisor,Neutro,2.6,Transporte,es,Familia
Sevilla,Andalucía,2025-11-01,Airbnb,Negativo,2.3,Gastronomía,fr,Pareja
Ronda,Andalucía,2025-11-01,Airbnb,Neutro,2.9,Atractivos,fr,Negocios
Extremadura,Extremadura,2025-11-01,TripAdvisor,Negativo,1.7,Atractivos,en,Pareja
Tenerife,Islas Canarias,2025-11-02,Airbnb,Positivo,3.8,Masificación,de,Pareja
Ronda,Andalucía,2025-11-03,Booking.com,Positivo,4.1,Gastronomía,fr,Pareja
Extremadura,Extremadura,2025-11-03,Booking.com,Positivo,5.0,Limpieza,en,Pareja
Extremadura,Extremadura,2025-11-03,Booking.com,Positivo,4.9,Atractivos,de,Pareja
Sevilla,Andalucía,2025-11-04,Google Reviews,Neutro,2.6,Alojamiento,de,Pareja
Barcelona,Cataluña,2025-11-04,TripAdvisor,Positivo,4.7,Atractivos,en,Pareja
Mallorca,Islas Baleares,2025-11-05,TripAdvisor,Negativo,1.1,Atractivos,en,Pareja
Mallorca,Islas Baleares,2025-11-05,Airbnb,Neutro,2.5,Gastronomía,fr,Solo
Sevilla,Andalucía,2025-11-05,Google Reviews,Negativo,1.8,Transporte,fr,Solo
Valencia,Comunidad Valenciana,2025-11-05,TripAdvisor,Positivo,4.9,Transporte,es,Familia
Madrid,Madrid,2025-11-06,Airbnb,Negativo,1.1,Precio,es,Familia
Madrid,Madrid,2025-11-06,Booking.com,Negativo,1.2,Atractivos,es,Solo
Extremadura,Extremadura,2025-11-06,Booking.com,Positivo,4.2,Limpieza,fr,Negocios
Costa Brava,Cataluña,2025-11-06,TripAdvisor,Positivo,4.9,Masificación,es,Pareja
Mallorca,Islas Baleares,2025-11-06,Google Reviews,Negativo,1.9,Transporte,de,Familia
Mallorca,Islas Baleares,2025-11-07,Airbnb,Negativo,2.2,Gastronomía,en,Familia
San Sebastián,País Vasco,2025-11-08,Google Reviews,Positivo,4.2,Masificación,it,Amigos
Valencia,Comunidad Valenciana,2025-11-08,Booking.com,Negativo,2.4,Precio,fr,Solo
Tenerife,Islas Canarias,2025-11-08,Google Reviews,Positivo,3.7,Transporte,fr,Amigos
Barcelona,Cataluña,2025-11-08,Google Reviews,Negativo,1.0,Precio,de,Solo
Sevilla,Andalucía,2025-11-09,Booking.com,Positivo,4.8,Precio,es,Pareja
Costa Brava,Cataluña,2025-11-09,Google Reviews,Positivo,4.1,Atractivos,de,Pareja
Costa Brava,Cataluña,2025-11-10,TripAdvisor,Negativo,1.7,Gastronomía,es,Pareja
Costa Brava,Cataluña,2025-11-10,Airbnb,Negativo,2.4,Alojamiento,en,Familia
Granada,Andalucía,2025-11-10,Google Reviews,Negativo,2.5,Alojamiento,es,Familia
San Sebastián,País Vasco,2025-11-11,TripAdvisor,Positivo,4.8,Gastronomía,it,Familia
Costa del Sol,Andalucía,2025-11-11,Airbnb,Positivo,4.8,Alojamiento,en,Pareja
Madrid,Madrid,2025-11-12,Booking.com,Positivo,3.6,Atractivos,it,Familia
Ronda,Andalucía,2025-11-12,Airbnb,Positivo,3.9,Masificación,en,Familia
Teruel,Aragón,2025-11-13,TripAdvisor,Positivo,5.0,Precio,en,Familia
Costa Brava,Cataluña,2025-11-13,Google Reviews,Positivo,3.9,Transporte,en,Solo
San Sebastián,País Vasco,2025-11-13,Booking.com,Positivo,3.7,Gastronomía,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-11-13,TripAdvisor,Negativo,1.8,Gastronomía,en,Amigos
Granada,Andalucía,2025-11-14,TripAdvisor,Positivo,4.3,Alojamiento,en,Familia
Sevilla,Andalucía,2025-11-14,Google Reviews,Positivo,4.8,Masificación,es,Pareja
Barcelona,Cataluña,2025-11-14,TripAdvisor,Negativo,1.6,Precio,de,Pareja
Teruel,Aragón,2025-11-14,Airbnb,Positivo,4.0,Atractivos,es,Amigos
Granada,Andalucía,2025-11-14,Airbnb,Positivo,3.9,Precio,fr,Pareja
Tenerife,Islas Canarias,2025-11-15,Airbnb,Positivo,4.8,Transporte,es,Amigos
Granada,Andalucía,2025-11-15,TripAdvisor,Neutro,2.6,Masificación,es,Negocios
Sevilla,Andalucía,2025-11-15,Booking.com,Negativo,1.8,Atractivos,de,Familia
Mallorca,Islas Baleares,2025-11-15,Booking.com,Negativo,1.3,Atractivos,es,Familia
Sevilla,Andalucía,2025-11-16,TripAdvisor,Negativo,1.2,Masificación,en,Pareja
Costa del Sol,Andalucía,2025-11-16,Airbnb,Negativo,1.6,Transporte,en,Amigos
Costa del Sol,Andalucía,2025-11-16,Google Reviews,Negativo,2.4,Atractivos,en,Negocios
Barcelona,Cataluña,2025-11-16,TripAdvisor,Negativo,1.3,Alojamiento,de,Familia
Costa Brava,Cataluña,2025-11-17,Booking.com,Positivo,3.8,Precio,es,Solo
Tenerife,Islas Canarias,2025-11-17,Booking.com,Neutro,2.7,Limpieza,en,Solo
San Sebastián,País Vasco,2025-11-17,TripAdvisor,Positivo,4.2,Atractivos,de,Pareja
San Sebastián,País Vasco,2025-11-17,TripAdvisor,Negativo,1.4,Atractivos,es,Familia
Costa del Sol,Andalucía,2025-11-17,Google Reviews,Negativo,2.0,Atractivos,de,Amigos
Costa Brava,Cataluña,2025-11-17,Booking.com,Positivo,4.6,Precio,es,Pareja
Granada,Andalucía,2025-11-18,Booking.com,Positivo,3.8,Transporte,de,Familia
Valencia,Comunidad Valenciana,2025-11-19,Airbnb,Positivo,3.6,Transporte,es,Pareja
Ronda,Andalucía,2025-11-19,Google Reviews,Positivo,4.2,Alojamiento,es,Familia
Picos de Europa,Asturias/Cantabria,2025-11-20,Google Reviews,Positivo,4.2,Alojamiento,es,Amigos
Madrid,Madrid,2025-11-20,Airbnb,Neutro,2.9,Gastronomía,es,Familia
Teruel,Aragón,2025-11-20,TripAdvisor,Positivo,4.5,Limpieza,it,Familia
Barcelona,Cataluña,2025-11-20,Booking.com,Neutro,2.9,Gastronomía,es,Pareja
Valencia,Comunidad Valenciana,2025-11-21,Google Reviews,Neutro,3.1,Gastronomía,de,Amigos
Granada,Andalucía,2025-11-21,Booking.com,Negativo,1.4,Alojamiento,it,Familia
Picos de Europa,Asturias/Cantabria,2025-11-21,Google Reviews,Negativo,1.5,Precio,it,Pareja
Costa del Sol,Andalucía,2025-11-22,Airbnb,Neutro,2.6,Precio,en,Amigos
Picos de Europa,Asturias/Cantabria,2025-11-22,Google Reviews,Positivo,4.9,Limpieza,fr,Negocios
Extremadura,Extremadura,2025-11-22,Airbnb,Positivo,4.4,Atractivos,en,Pareja
Madrid,Madrid,2025-11-22,Booking.com,Neutro,2.8,Limpieza,fr,Solo
Extremadura,Extremadura,2025-11-22,Google Reviews,Positivo,4.5,Atractivos,it,Familia
Costa del Sol,Andalucía,2025-11-22,TripAdvisor,Neutro,2.8,Masificación,it,Familia
Teruel,Aragón,2025-11-23,Booking.com,Positivo,4.7,Masificación,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-11-23,Booking.com,Positivo,4.8,Atractivos,es,Amigos
San Sebastián,País Vasco,2025-11-24,TripAdvisor,Positivo,4.3,Masificación,es,Pareja
Mallorca,Islas Baleares,2025-11-24,Google Reviews,Negativo,1.4,Transporte,de,Familia
Madrid,Madrid,2025-11-24,Booking.com,Positivo,4.5,Atractivos,de,Familia
Ronda,Andalucía,2025-11-24,TripAdvisor,Neutro,3.0,Atractivos,en,Amigos
Costa Brava,Cataluña,2025-11-25,Google Reviews,Negativo,2.4,Masificación,de,Pareja
San Sebastián,País Vasco,2025-11-25,Booking.com,Positivo,3.6,Transporte,es,Negocios
Tenerife,Islas Canarias,2025-11-25,TripAdvisor,Negativo,1.7,Alojamiento,de,Familia
Granada,Andalucía,2025-11-25,Airbnb,Positivo,4.4,Limpieza,es,Familia
San Sebastián,País Vasco,2025-11-26,Airbnb,Negativo,1.1,Transporte,de,Amigos
Costa Brava,Cataluña,2025-11-26,Google Reviews,Negativo,1.6,Atractivos,es,Amigos
Tenerife,Islas Canarias,2025-11-26,Booking.com,Positivo,4.3,Atractivos,es,Pareja
Valencia,Comunidad Valenciana,2025-11-27,TripAdvisor,Negativo,2.2,Transporte,it,Familia
Tenerife,Islas Canarias,2025-11-27,Booking.com,Negativo,1.0,Alojamiento,de,Amigos
Madrid,Madrid,2025-11-28,Google Reviews,Negativo,1.5,Precio,en,Pareja
Barcelona,Cataluña,2025-11-28,TripAdvisor,Negativo,2.3,Gastronomía,en,Pareja
Sevilla,Andalucía,2025-11-28,Airbnb,Positivo,3.9,Atractivos,fr,Familia
Madrid,Madrid,2025-11-28,TripAdvisor,Negativo,2.4,Limpieza,es,Negocios
Mallorca,Islas Baleares,2025-11-29,Google Reviews,Positivo,4.4,Gastronomía,fr,Familia
Ronda,Andalucía,2025-11-29,Airbnb,Negativo,1.4,Masificación,en,Negocios
Barcelona,Cataluña,2025-11-30,Airbnb,Negativo,2.2,Masificación,en,Pareja
