destination,region,date,platform,sentiment,score,aspect,language,reviewer_type,year,month,period
San Sebastián,País Vasco,2024-09-16,Booking.com,Positivo,4.9,Masificación,fr,Pareja,2024,9,2024-09
Teruel,Aragón,2024-09-16,Booking.com,Negativo,1.5,Atractivos,es,Pareja,2024,9,2024-09
Mallorca,Islas Baleares,2024-09-16,TripAdvisor,Negativo,2.0,Limpieza,fr,Familia,2024,9,2024-09
Valencia,Comunidad Valenciana,2024-09-17,Booking.com,Positivo,3.7,Transporte,en,Solo,2024,9,2024-09
Costa del Sol,Andalucía,2024-09-17,TripAdvisor,Negativo,1.7,Alojamiento,en,Amigos,2024,9,2024-09
Teruel,Aragón,2024-09-17,TripAdvisor,Neutro,3.2,Masificación,es,Solo,2024,9,2024-09
Granada,Andalucía,2024-09-17,Booking.com,Negativo,1.7,Transporte,de,Negocios,2024,9,2024-09
Costa Brava,Cataluña,2024-09-17,Google Reviews,Negativo,1.9,Gastronomía,es,Familia,2024,9,2024-09
Barcelona,Cataluña,2024-09-18,Booking.com,Neutro,3.1,Precio,es,Amigos,2024,9,2024-09
Teruel,Aragón,2024-09-18,Airbnb,Positivo,4.8,Atractivos,en,Familia,2024,9,2024-09
Granada,Andalucía,2024-09-18,Google Reviews,Neutro,2.8,Masificación,es,Familia,2024,9,2024-09
Valencia,Comunidad Valenciana,2024-09-19,TripAdvisor,Positivo,4.4,Transporte,en,Pareja,2024,9,2024-09
Costa Brava,Cataluña,2024-09-20,Airbnb,Negativo,1.4,Atractivos,es,Pareja,2024,9,2024-09
Sevilla,Andalucía,2024-09-20,Google Reviews,Neutro,3.4,Precio,it,Familia,2024,9,2024-09
Costa del Sol,Andalucía,2024-09-21,Airbnb,Positivo,3.8,Gastronomía,en,Familia,2024,9,2024-09
Costa del Sol,Andalucía,2024-09-21,Google Reviews,Negativo,1.9,Limpieza,en,Pareja,2024,9,2024-09
Tenerife,Islas Canarias,2024-09-21,Airbnb,Negativo,2.5,Precio,en,Solo,2024,9,2024-09
Granada,Andalucía,2024-09-22,Google Reviews,Positivo,3.7,Masificación,es,Amigos,2024,9,2024-09
Sevilla,Andalucía,2024-09-22,Google Reviews,Neutro,2.9,Gastronomía,it,Solo,2024,9,2024-09
Costa Brava,Cataluña,2024-09-22,Booking.com,Neutro,2.6,Precio,es,Negocios,2024,9,2024-09
Tenerife,Islas Canarias,2024-09-22,Booking.com,Negativo,2.5,Gastronomía,fr,Familia,2024,9,2024-09
Mallorca,Islas Baleares,2024-09-23,TripAdvisor,Positivo,4.9,Precio,en,Amigos,2024,9,2024-09
Picos de Europa,Asturias/Cantabria,2024-09-24,Booking.com,Positivo,4.0,Masificación,it,Pareja,2024,9,2024-09
Extremadura,Extremadura,2024-09-24,TripAdvisor,Positivo,3.9,Limpieza,it,Familia,2024,9,2024-09
Costa del Sol,Andalucía,2024-09-24,Booking.com,Negativo,2.0,Masificación,en,Pareja,2024,9,2024-09
Costa del Sol,Andalucía,2024-09-25,Airbnb,Neutro,2.6,Atractivos,es,Familia,2024,9,2024-09
Mallorca,Islas Baleares,2024-09-25,Airbnb,Negativo,2.2,Atractivos,es,Pareja,2024,9,2024-09
Teruel,Aragón,2024-09-26,TripAdvisor,Positivo,3.9,Masificación,es,Amigos,2024,9,2024-09
Valencia,Comunidad Valenciana,2024-09-26,TripAdvisor,Positivo,4.5,Gastronomía,en,Familia,2024,9,2024-09
Ronda,Andalucía,2024-09-26,Airbnb,Positivo,3.8,Alojamiento,it,Familia,2024,9,2024-09
Sevilla,Andalucía,2024-09-26,TripAdvisor,Positivo,5.0,Transporte,de,Pareja,2024,9,2024-09
Picos de Europa,Asturias/Cantabria,2024-09-26,Airbnb,Negativo,2.4,Transporte,de,Familia,2024,9,2024-09
Granada,Andalucía,2024-09-26,Google Reviews,Negativo,1.4,Gastronomía,es,Solo,2024,9,2024-09
Madrid,Madrid,2024-09-26,TripAdvisor,Neutro,2.8,Gastronomía,en,Solo,2024,9,2024-09
Barcelona,Cataluña,2024-09-26,Booking.com,Neutro,3.0,Atractivos,en,Familia,2024,9,2024-09
Madrid,Madrid,2024-09-27,Google Reviews,Neutro,3.1,Masificación,de,Familia,2024,9,2024-09
San Sebastián,País Vasco,2024-09-27,Booking.com,Positivo,3.8,Transporte,en,Pareja,2024,9,2024-09
Extremadura,Extremadura,2024-09-28,Google Reviews,Positivo,3.8,Limpieza,it,Solo,2024,9,2024-09
Teruel,Aragón,2024-09-29,Booking.com,Positivo,4.2,Masificación,en,Pareja,2024,9,2024-09
Costa Brava,Cataluña,2024-09-29,Booking.com,Negativo,1.4,Masificación,en,Amigos,2024,9,2024-09
Costa Brava,Cataluña,2024-09-29,TripAdvisor,Positivo,4.5,Gastronomía,en,Pareja,2024,9,2024-09
Valencia,Comunidad Valenciana,2024-09-30,Google Reviews,Neutro,3.3,Limpieza,fr,Pareja,2024,9,2024-09
Granada,Andalucía,2024-09-30,Booking.com,Negativo,2.0,Precio,en,Solo,2024,9,2024-09
Granada,Andalucía,2024-09-30,TripAdvisor,Positivo,3.8,Transporte,en,Amigos,2024,9,2024-09
Barcelona,Cataluña,2024-09-30,TripAdvisor,Negativo,2.3,Limpieza,de,Familia,2024,9,2024-09
Costa Brava,Cataluña,2024-09-30,Booking.com,Positivo,4.1,Transporte,es,Negocios,2024,9,2024-09
Picos de Europa,Asturias/Cantabria,2024-10-01,TripAdvisor,Negativo,2.1,Limpieza,de,Amigos,2024,10,2024-10
Granada,Andalucía,2024-10-02,Booking.com,Positivo,4.8,Alojamiento,en,Negocios,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-03,Google Reviews,Negativo,2.5,Limpieza,en,Familia,2024,10,2024-10
Extremadura,Extremadura,2024-10-03,Google Reviews,Neutro,3.4,Precio,en,Familia,2024,10,2024-10
Barcelona,Cataluña,2024-10-04,TripAdvisor,Negativo,1.1,Precio,fr,Pareja,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-04,Airbnb,Positivo,4.3,Transporte,en,Amigos,2024,10,2024-10
Barcelona,Cataluña,2024-10-05,Google Reviews,Negativo,2.0,Atractivos,es,Pareja,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-05,Airbnb,Negativo,1.0,Atractivos,fr,Solo,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-06,TripAdvisor,Negativo,2.4,Gastronomía,es,Pareja,2024,10,2024-10
Sevilla,Andalucía,2024-10-06,Booking.com,Positivo,4.6,Precio,en,Familia,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-06,Booking.com,Negativo,1.7,Transporte,es,Pareja,2024,10,2024-10
Sevilla,Andalucía,2024-10-06,TripAdvisor,Neutro,2.8,Alojamiento,en,Pareja,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-07,Booking.com,Negativo,2.1,Atractivos,en,Negocios,2024,10,2024-10
Mallorca,Islas Baleares,2024-10-08,TripAdvisor,Negativo,2.1,Transporte,fr,Familia,2024,10,2024-10
Ronda,Andalucía,2024-10-08,TripAdvisor,Neutro,2.6,Gastronomía,en,Pareja,2024,10,2024-10
Granada,Andalucía,2024-10-09,TripAdvisor,Positivo,3.8,Transporte,de,Amigos,2024,10,2024-10
Mallorca,Islas Baleares,2024-10-09,Google Reviews,Negativo,1.3,Gastronomía,en,Solo,2024,10,2024-10
Costa Brava,Cataluña,2024-10-10,Booking.com,Positivo,4.5,Gastronomía,es,Pareja,2024,10,2024-10
San Sebastián,País Vasco,2024-10-10,Booking.com,Negativo,2.0,Gastronomía,es,Amigos,2024,10,2024-10
Picos de Europa,Asturias/Cantabria,2024-10-11,Airbnb,Neutro,3.3,Gastronomía,it,Amigos,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-12,Airbnb,Negativo,2.2,Alojamiento,es,Solo,2024,10,2024-10
San Sebastián,País Vasco,2024-10-12,Airbnb,Positivo,4.7,Atractivos,en,Pareja,2024,10,2024-10
Picos de Europa,Asturias/Cantabria,2024-10-12,TripAdvisor,Positivo,4.7,Masificación,es,Familia,2024,10,2024-10
Madrid,Madrid,2024-10-13,TripAdvisor,Negativo,1.6,Alojamiento,es,Pareja,2024,10,2024-10
Teruel,Aragón,2024-10-13,Google Reviews,Positivo,4.4,Precio,es,Familia,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-13,TripAdvisor,Neutro,3.4,Atractivos,en,Amigos,2024,10,2024-10
Costa Brava,Cataluña,2024-10-13,Booking.com,Negativo,1.2,Limpieza,en,Familia,2024,10,2024-10
Mallorca,Islas Baleares,2024-10-13,Google Reviews,Negativo,1.8,Transporte,en,Pareja,2024,10,2024-10
Picos de Europa,Asturias/Cantabria,2024-10-13,TripAdvisor,Positivo,4.4,Masificación,de,Amigos,2024,10,2024-10
Granada,Andalucía,2024-10-15,TripAdvisor,Positivo,4.3,Atractivos,es,Pareja,2024,10,2024-10
Extremadura,Extremadura,2024-10-15,Google Reviews,Positivo,4.7,Transporte,de,Amigos,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-16,Airbnb,Positivo,3.8,Atractivos,en,Familia,2024,10,2024-10
Picos de Europa,Asturias/Cantabria,2024-10-16,Booking.com,Neutro,3.5,Limpieza,es,Familia,2024,10,2024-10
Costa del Sol,Andalucía,2024-10-16,TripAdvisor,Neutro,2.8,Atractivos,es,Pareja,2024,10,2024-10
Sevilla,Andalucía,2024-10-16,Booking.com,Positivo,4.4,Precio,fr,Familia,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-16,TripAdvisor,Negativo,1.4,Limpieza,fr,Familia,2024,10,2024-10
Madrid,Madrid,2024-10-16,Google Reviews,Positivo,4.3,Limpieza,es,Solo,2024,10,2024-10
Ronda,Andalucía,2024-10-17,Airbnb,Positivo,4.4,Transporte,de,Amigos,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-17,TripAdvisor,Positivo,3.7,Atractivos,de,Amigos,2024,10,2024-10
Sevilla,Andalucía,2024-10-18,Google Reviews,Neutro,2.8,Masificación,fr,Familia,2024,10,2024-10
Tenerife,Islas Canarias,2024-10-18,TripAdvisor,Negativo,2.1,Precio,de,Amigos,2024,10,2024-10
Ronda,Andalucía,2024-10-18,Airbnb,Negativo,1.9,Masificación,es,Pareja,2024,10,2024-10
Extremadura,Extremadura,2024-10-18,Booking.com,Positivo,4.1,Atractivos,de,Familia,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-18,Booking.com,Positivo,3.9,Gastronomía,en,Pareja,2024,10,2024-10
Teruel,Aragón,2024-10-19,Booking.com,Neutro,2.9,Alojamiento,it,Familia,2024,10,2024-10
Granada,Andalucía,2024-10-19,TripAdvisor,Positivo,4.0,Atractivos,de,Pareja,2024,10,2024-10
Teruel,Aragón,2024-10-20,Booking.com,Positivo,4.0,Alojamiento,en,Pareja,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-20,Google Reviews,Negativo,1.9,Limpieza,es,Pareja,2024,10,2024-10
Sevilla,Andalucía,2024-10-20,Booking.com,Negativo,2.2,Transporte,de,Amigos,2024,10,2024-10
Ronda,Andalucía,2024-10-20,Google Reviews,Negativo,1.6,Precio,es,Familia,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-21,TripAdvisor,Positivo,3.5,Atractivos,es,Familia,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-21,Google Reviews,Negativo,1.3,Alojamiento,es,Familia,2024,10,2024-10
Sevilla,Andalucía,2024-10-21,Booking.com,Neutro,3.5,Precio,de,Solo,2024,10,2024-10
Costa Brava,Cataluña,2024-10-22,Airbnb,Neutro,2.6,Alojamiento,es,Amigos,2024,10,2024-10
Granada,Andalucía,2024-10-22,Google Reviews,Neutro,3.5,Transporte,en,Amigos,2024,10,2024-10
Costa del Sol,Andalucía,2024-10-22,Booking.com,Positivo,4.0,Atractivos,de,Amigos,2024,10,2024-10
Costa Brava,Cataluña,2024-10-23,Google Reviews,Negativo,1.8,Masificación,it,Amigos,2024,10,2024-10
Sevilla,Andalucía,2024-10-23,TripAdvisor,Negativo,1.2,Gastronomía,es,Familia,2024,10,2024-10
Barcelona,Cataluña,2024-10-24,Airbnb,Neutro,3.2,Alojamiento,es,Familia,2024,10,2024-10
Barcelona,Cataluña,2024-10-24,Airbnb,Negativo,2.3,Limpieza,en,Solo,2024,10,2024-10
Costa Brava,Cataluña,2024-10-24,Booking.com,Positivo,4.8,Alojamiento,it,Pareja,2024,10,2024-10
Barcelona,Cataluña,2024-10-25,Booking.com,Neutro,3.1,Transporte,es,Pareja,2024,10,2024-10
Extremadura,Extremadura,2024-10-25,Booking.com,Positivo,4.0,Gastronomía,en,Pareja,2024,10,2024-10
Teruel,Aragón,2024-10-25,Airbnb,Positivo,4.7,Precio,es,Familia,2024,10,2024-10
Ronda,Andalucía,2024-10-26,TripAdvisor,Neutro,3.2,Transporte,en,Pareja,2024,10,2024-10
Barcelona,Cataluña,2024-10-26,Booking.com,Negativo,2.0,Masificación,es,Pareja,2024,10,2024-10
Madrid,Madrid,2024-10-26,Airbnb,Positivo,4.7,Precio,en,Pareja,2024,10,2024-10
Valencia,Comunidad Valenciana,2024-10-27,Google Reviews,Negativo,2.2,Gastronomía,en,Pareja,2024,10,2024-10
Madrid,Madrid,2024-10-27,Airbnb,Positivo,4.3,Precio,en,Solo,2024,10,2024-10
Madrid,Madrid,2024-10-28,Google Reviews,Neutro,2.9,Alojamiento,es,Pareja,2024,10,2024-10
Extremadura,Extremadura,2024-10-29,Booking.com,Positivo,4.9,Masificación,es,Familia,2024,10,2024-10
Sevilla,Andalucía,2024-10-30,Airbnb,Negativo,1.0,Alojamiento,en,Familia,2024,10,2024-10
Madrid,Madrid,2024-10-30,TripAdvisor,Negativo,2.2,Atractivos,en,Pareja,2024,10,2024-10
Madrid,Madrid,2024-11-02,Booking.com,Negativo,2.5,Precio,es,Pareja,2024,11,2024-11
Costa Brava,Cataluña,2024-11-02,Airbnb,Negativo,1.3,Precio,it,Amigos,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-02,Airbnb,Neutro,2.7,Alojamiento,en,Pareja,2024,11,2024-11
Madrid,Madrid,2024-11-02,Google Reviews,Positivo,4.4,Alojamiento,en,Familia,2024,11,2024-11
Picos de Europa,Asturias/Cantabria,2024-11-02,Airbnb,Neutro,2.7,Masificación,en,Pareja,2024,11,2024-11
San Sebastián,País Vasco,2024-11-03,Airbnb,Negativo,1.6,Gastronomía,en,Pareja,2024,11,2024-11
Costa Brava,Cataluña,2024-11-03,TripAdvisor,Neutro,2.6,Gastronomía,de,Pareja,2024,11,2024-11
Mallorca,Islas Baleares,2024-11-03,Google Reviews,Negativo,1.5,Alojamiento,en,Familia,2024,11,2024-11
Costa del Sol,Andalucía,2024-11-03,TripAdvisor,Positivo,4.6,Masificación,fr,Familia,2024,11,2024-11
Ronda,Andalucía,2024-11-04,TripAdvisor,Negativo,1.0,Alojamiento,it,Negocios,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-05,Airbnb,Neutro,3.1,Transporte,fr,Pareja,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-05,Airbnb,Negativo,1.9,Gastronomía,fr,Pareja,2024,11,2024-11
Teruel,Aragón,2024-11-06,TripAdvisor,Positivo,4.9,Gastronomía,en,Solo,2024,11,2024-11
Madrid,Madrid,2024-11-06,Airbnb,Negativo,1.8,Atractivos,it,Pareja,2024,11,2024-11
Granada,Andalucía,2024-11-06,Booking.com,Positivo,3.8,Masificación,en,Familia,2024,11,2024-11
Picos de Europa,Asturias/Cantabria,2024-11-07,Booking.com,Positivo,3.9,Atractivos,fr,Solo,2024,11,2024-11
Madrid,Madrid,2024-11-08,Airbnb,Negativo,2.4,Alojamiento,es,Familia,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-08,Google Reviews,Positivo,4.8,Precio,it,Solo,2024,11,2024-11
Sevilla,Andalucía,2024-11-09,Booking.com,Positivo,4.1,Transporte,de,Pareja,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-10,Airbnb,Positivo,4.3,Limpieza,de,Pareja,2024,11,2024-11
Extremadura,Extremadura,2024-11-10,TripAdvisor,Positivo,4.0,Masificación,en,Amigos,2024,11,2024-11
Madrid,Madrid,2024-11-11,Google Reviews,Negativo,2.1,Alojamiento,es,Solo,2024,11,2024-11
Picos de Europa,Asturias/Cantabria,2024-11-12,Booking.com,Positivo,4.8,Gastronomía,fr,Pareja,2024,11,2024-11
Sevilla,Andalucía,2024-11-13,Booking.com,Negativo,1.7,Atractivos,en,Solo,2024,11,2024-11
Costa del Sol,Andalucía,2024-11-14,Booking.com,Positivo,3.8,Transporte,es,Amigos,2024,11,2024-11
Costa del Sol,Andalucía,2024-11-14,Google Reviews,Negativo,1.5,Precio,en,Negocios,2024,11,2024-11
Tenerife,Islas Canarias,2024-11-14,Google Reviews,Negativo,2.1,Precio,en,Amigos,2024,11,2024-11
Granada,Andalucía,2024-11-14,Google Reviews,Negativo,2.3,Alojamiento,de,Negocios,2024,11,2024-11
Extremadura,Extremadura,2024-11-14,Booking.com,Positivo,4.2,Atractivos,es,Pareja,2024,11,2024-11
Barcelona,Cataluña,2024-11-14,Booking.com,Neutro,3.1,Alojamiento,es,Pareja,2024,11,2024-11
Mallorca,Islas Baleares,2024-11-15,Airbnb,Positivo,4.7,Precio,en,Familia,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-15,Google Reviews,Neutro,3.4,Precio,en,Familia,2024,11,2024-11
Madrid,Madrid,2024-11-15,Booking.com,Negativo,1.9,Transporte,en,Familia,2024,11,2024-11
Costa del Sol,Andalucía,2024-11-15,Booking.com,Negativo,1.3,Alojamiento,de,Pareja,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-16,Google Reviews,Negativo,1.3,Gastronomía,en,Pareja,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-16,Booking.com,Positivo,3.8,Masificación,es,Pareja,2024,11,2024-11
Barcelona,Cataluña,2024-11-16,Airbnb,Negativo,1.5,Transporte,it,Pareja,2024,11,2024-11
Sevilla,Andalucía,2024-11-17,TripAdvisor,Positivo,4.9,Precio,en,Pareja,2024,11,2024-11
Extremadura,Extremadura,2024-11-17,TripAdvisor,Neutro,2.7,Masificación,es,Pareja,2024,11,2024-11
Granada,Andalucía,2024-11-18,Google Reviews,Negativo,2.2,Transporte,fr,Solo,2024,11,2024-11
San Sebastián,País Vasco,2024-11-20,Google Reviews,Neutro,3.4,Transporte,es,Pareja,2024,11,2024-11
Barcelona,Cataluña,2024-11-20,Airbnb,Neutro,2.9,Alojamiento,en,Familia,2024,11,2024-11
Madrid,Madrid,2024-11-21,Airbnb,Neutro,3.0,Limpieza,fr,Pareja,2024,11,2024-11
Sevilla,Andalucía,2024-11-21,Booking.com,Positivo,3.7,Atractivos,de,Pareja,2024,11,2024-11
Extremadura,Extremadura,2024-11-21,TripAdvisor,Positivo,4.1,Alojamiento,de,Familia,2024,11,2024-11
Extremadura,Extremadura,2024-11-21,TripAdvisor,Positivo,4.2,Atractivos,es,Pareja,2024,11,2024-11
Mallorca,Islas Baleares,2024-11-21,Airbnb,Negativo,2.1,Alojamiento,it,Familia,2024,11,2024-11
Ronda,Andalucía,2024-11-21,Google Reviews,Positivo,4.3,Atractivos,es,Amigos,2024,11,2024-11
Tenerife,Islas Canarias,2024-11-22,Booking.com,Positivo,4.1,Precio,de,Negocios,2024,11,2024-11
Costa del Sol,Andalucía,2024-11-22,Booking.com,Positivo,3.5,Limpieza,en,Pareja,2024,11,2024-11
Madrid,Madrid,2024-11-23,Google Reviews,Positivo,3.5,Gastronomía,es,Negocios,2024,11,2024-11
Extremadura,Extremadura,2024-11-25,Google Reviews,Negativo,1.4,Limpieza,it,Pareja,2024,11,2024-11
Ronda,Andalucía,2024-11-25,Booking.com,Neutro,3.2,Alojamiento,de,Pareja,2024,11,2024-11
Picos de Europa,Asturias/Cantabria,2024-11-25,TripAdvisor,Positivo,4.2,Atractivos,en,Familia,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-26,Google Reviews,Negativo,2.3,Precio,de,Familia,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-27,Airbnb,Negativo,2.2,Transporte,en,Pareja,2024,11,2024-11
Mallorca,Islas Baleares,2024-11-27,TripAdvisor,Negativo,2.3,Masificación,en,Familia,2024,11,2024-11
San Sebastián,País Vasco,2024-11-28,Booking.com,Neutro,3.0,Precio,es,Familia,2024,11,2024-11
San Sebastián,País Vasco,2024-11-29,Google Reviews,Positivo,3.7,Precio,it,Familia,2024,11,2024-11
Mallorca,Islas Baleares,2024-11-30,Google Reviews,Positivo,4.5,Limpieza,en,Solo,2024,11,2024-11
Teruel,Aragón,2024-11-30,Booking.com,Positivo,4.7,Masificación,de,Familia,2024,11,2024-11
Teruel,Aragón,2024-11-30,TripAdvisor,Positivo,4.6,Gastronomía,en,Amigos,2024,11,2024-11
Madrid,Madrid,2024-11-30,Airbnb,Positivo,3.8,Precio,es,Pareja,2024,11,2024-11
Valencia,Comunidad Valenciana,2024-11-30,Booking.com,Positivo,4.7,Transporte,en,Amigos,2024,11,2024-11
Madrid,Madrid,2024-12-01,Booking.com,Positivo,4.6,Precio,es,Amigos,2024,12,2024-12
Sevilla,Andalucía,2024-12-01,TripAdvisor,Positivo,3.7,Atractivos,es,Amigos,2024,12,2024-12
Barcelona,Cataluña,2024-12-01,Google Reviews,Neutro,3.0,Alojamiento,es,Familia,2024,12,2024-12
Costa Brava,Cataluña,2024-12-01,Airbnb,Neutro,2.8,Transporte,de,Pareja,2024,12,2024-12
Teruel,Aragón,2024-12-02,TripAdvisor,Neutro,2.7,Alojamiento,es,Pareja,2024,12,2024-12
Extremadura,Extremadura,2024-12-02,Airbnb,Positivo,4.8,Limpieza,en,Pareja,2024,12,2024-12
Sevilla,Andalucía,2024-12-02,Google Reviews,Positivo,3.9,Limpieza,de,Pareja,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-03,Airbnb,Neutro,2.8,Alojamiento,es,Pareja,2024,12,2024-12
Costa Brava,Cataluña,2024-12-03,Airbnb,Negativo,2.2,Alojamiento,es,Negocios,2024,12,2024-12
Ronda,Andalucía,2024-12-03,TripAdvisor,Positivo,4.7,Transporte,en,Familia,2024,12,2024-12
Madrid,Madrid,2024-12-04,TripAdvisor,Negativo,1.1,Precio,de,Pareja,2024,12,2024-12
Costa del Sol,Andalucía,2024-12-04,Booking.com,Positivo,4.6,Atractivos,en,Familia,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-05,TripAdvisor,Positivo,3.9,Precio,de,Pareja,2024,12,2024-12
Tenerife,Islas Canarias,2024-12-05,Google Reviews,Positivo,4.9,Limpieza,en,Amigos,2024,12,2024-12
Costa Brava,Cataluña,2024-12-06,TripAdvisor,Positivo,4.4,Alojamiento,fr,Amigos,2024,12,2024-12
Costa Brava,Cataluña,2024-12-06,Airbnb,Negativo,1.9,Alojamiento,de,Pareja,2024,12,2024-12
Sevilla,Andalucía,2024-12-06,TripAdvisor,Negativo,1.3,Precio,es,Amigos,2024,12,2024-12
Sevilla,Andalucía,2024-12-06,Google Reviews,Negativo,1.1,Masificación,es,Familia,2024,12,2024-12
San Sebastián,País Vasco,2024-12-07,Booking.com,Neutro,2.8,Masificación,de,Pareja,2024,12,2024-12
Valencia,Comunidad Valenciana,2024-12-07,Google Reviews,Positivo,4.3,Transporte,es,Pareja,2024,12,2024-12
Madrid,Madrid,2024-12-07,TripAdvisor,Neutro,2.8,Limpieza,fr,Familia,2024,12,2024-12
Teruel,Aragón,2024-12-07,Booking.com,Positivo,3.8,Alojamiento,en,Amigos,2024,12,2024-12
San Sebastián,País Vasco,2024-12-08,Booking.com,Positivo,4.6,Transporte,es,Negocios,2024,12,2024-12
Valencia,Comunidad Valenciana,2024-12-08,Airbnb,Positivo,4.3,Atractivos,en,Pareja,2024,12,2024-12
Costa Brava,Cataluña,2024-12-08,Airbnb,Positivo,4.7,Precio,de,Familia,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-08,TripAdvisor,Neutro,2.5,Gastronomía,it,Solo,2024,12,2024-12
Granada,Andalucía,2024-12-09,TripAdvisor,Negativo,1.4,Limpieza,en,Familia,2024,12,2024-12
Extremadura,Extremadura,2024-12-09,Google Reviews,Neutro,2.7,Gastronomía,en,Pareja,2024,12,2024-12
San Sebastián,País Vasco,2024-12-09,Airbnb,Neutro,2.7,Alojamiento,it,Amigos,2024,12,2024-12
Valencia,Comunidad Valenciana,2024-12-10,Booking.com,Positivo,4.5,Transporte,en,Pareja,2024,12,2024-12
San Sebastián,País Vasco,2024-12-10,Google Reviews,Positivo,4.5,Limpieza,es,Solo,2024,12,2024-12
Barcelona,Cataluña,2024-12-11,TripAdvisor,Neutro,2.9,Atractivos,es,Amigos,2024,12,2024-12
San Sebastián,País Vasco,2024-12-11,TripAdvisor,Negativo,1.3,Alojamiento,en,Pareja,2024,12,2024-12
Ronda,Andalucía,2024-12-11,Airbnb,Positivo,4.5,Alojamiento,fr,Pareja,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-11,TripAdvisor,Negativo,1.4,Precio,en,Pareja,2024,12,2024-12
Extremadura,Extremadura,2024-12-11,Airbnb,Positivo,4.9,Atractivos,en,Familia,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-12,Google Reviews,Neutro,2.6,Atractivos,en,Pareja,2024,12,2024-12
Granada,Andalucía,2024-12-12,Airbnb,Neutro,2.8,Precio,es,Amigos,2024,12,2024-12
Teruel,Aragón,2024-12-13,Booking.com,Positivo,4.4,Transporte,en,Pareja,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-13,Airbnb,Positivo,3.9,Transporte,es,Amigos,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-13,Booking.com,Negativo,2.5,Masificación,es,Solo,2024,12,2024-12
Costa Brava,Cataluña,2024-12-14,Google Reviews,Positivo,4.4,Alojamiento,fr,Pareja,2024,12,2024-12
Madrid,Madrid,2024-12-14,Google Reviews,Neutro,3.2,Transporte,it,Pareja,2024,12,2024-12
Granada,Andalucía,2024-12-14,Booking.com,Negativo,1.1,Atractivos,de,Solo,2024,12,2024-12
Barcelona,Cataluña,2024-12-14,Google Reviews,Positivo,4.9,Alojamiento,it,Pareja,2024,12,2024-12
Teruel,Aragón,2024-12-15,Airbnb,Positivo,3.9,Precio,fr,Amigos,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-15,TripAdvisor,Neutro,3.5,Gastronomía,en,Solo,2024,12,2024-12
Madrid,Madrid,2024-12-16,Google Reviews,Positivo,4.0,Gastronomía,es,Amigos,2024,12,2024-12
Picos de Europa,Asturias/Cantabria,2024-12-16,Airbnb,Positivo,3.9,Precio,en,Amigos,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-16,Airbnb,Neutro,3.4,Atractivos,en,Amigos,2024,12,2024-12
Granada,Andalucía,2024-12-17,Booking.com,Negativo,1.5,Gastronomía,de,Amigos,2024,12,2024-12
Sevilla,Andalucía,2024-12-17,Google Reviews,Neutro,2.8,Gastronomía,fr,Amigos,2024,12,2024-12
Madrid,Madrid,2024-12-17,Airbnb,Negativo,1.9,Masificación,es,Pareja,2024,12,2024-12
Mallorca,Islas Baleares,2024-12-17,Google Reviews,Negativo,1.9,Transporte,de,Solo,2024,12,2024-12
